App,Installs,Rating,Reviews,Price,Size,Genres,Category,Content Rating,Last Updated,Current Ver,Android Ver,Type,Date,Month
STAR WARS™: KOTOR II,"10,000+",3.8,1441.0,14.99,37M,Adventure,GAME_ADVENTURE,Teen,2020-12-18,2.0.2,6.0 and up,Paid,2020-12-18,12.0
DamonPS2 Pro - PS2 Emulator - PSP PPSSPP PS2 Emu,"100,000+",3.7,11108.0,9.99,30M,Action,GAME_ACTION,Everyone,2017-12-04,3.3.2,5.1 and up,Paid,2017-12-04,12.0
ROME: Total War,"100,000+",4.5,4618.0,9.99,45M,Strategy,GAME_STRATEGY,Teen,2018-12-19,1.10.7RC5-android,7.0 and up,Paid,2018-12-19,12.0
Alien: Blackout,"100,000+",4.1,4922.0,0.99,31M,Adventure,GAME_ADVENTURE,Teen,2019-01-23,2.0,4.3 and up,Paid,2019-01-23,1.0
Farming Simulator 18,"500,000+",4.3,2307.0,4.49,Varies with device,Simulation,GAME_SIMULATION,Everyone,2017-06-05,Varies with device,4.4 and up,Paid,2017-06-05,6.0
FINAL FANTASY TACTICS : WotL,"100,000+",4.3,6914.0,11.99,4.8M,Simulation,GAME_SIMULATION,Everyone 10+,2015-06-04,2.1.0,4.1 and up,Paid,2015-06-04,6.0
DOOM,"50,000+",4.5,1591.0,4.99,37M,Action,GAME_ACTION,Mature 17+,2019-07-26,1.0.8.209,8.0 and up,Paid,2019-07-26,7.0
Star Wars™: KOTOR,"500,000+",4.4,18456.0,9.99,12M,Role Playing,GAME_ROLE_PLAYING,Teen,2014-12-22,1.0.7,4.1 and up,Paid,2014-12-22,12.0
NBA JAM  by EA SPORTS™,"500,000+",4.3,20940.0,4.99,8.3M,Sports,GAME_SPORTS,Everyone,2012-03-14,04.00.80,5.0 and up,Paid,2012-03-14,3.0
Max Payne Mobile,"500,000+",4.5,16845.0,2.99,11M,Arcade,GAME_ARCADE,Mature 17+,2012-06-13,1.7,7.0 and up,Paid,2012-06-13,6.0
Castlevania: Symphony of the Night,"100,000+",4.6,8367.0,2.99,8.0M,Action,GAME_ACTION,Teen,2020-03-03,1.0.1,4.4 and up,Paid,2020-03-03,3.0
Toca Boo,"100,000+",4.2,955.0,3.99,27M,Educational,GAME_EDUCATIONAL,Everyone 10+,2014-12-10,2.0-play,4.4 and up,Paid,2014-12-10,12.0
Kingdom Rush Origins - Tower Defense Game,"1,000,000+",4.8,32864.0,2.99,Varies with device,Strategy,GAME_STRATEGY,Teen,2014-11-20,4.2.33,Varies with device,Paid,2014-11-20,11.0
Kingdom Rush Vengeance  - Tower Defense Game,"100,000+",4.7,22319.0,4.99,41M,Strategy,GAME_STRATEGY,Teen,2018-11-21,1.9.11,4.4 and up,Paid,2018-11-21,11.0
Basketball Pusher,"1,000+",0.0,0.0,1.0,33M,Arcade,GAME_ARCADE,Everyone,2021-03-28,1.0,4.4 and up,Paid,2021-03-28,3.0
The House of Da Vinci,"100,000+",4.7,13250.0,4.99,Varies with device,Puzzle,GAME_PUZZLE,Everyone,2017-08-25,1.0.6,Varies with device,Paid,2017-08-25,8.0
Goat Simulator Payday,"100,000+",4.5,3296.0,2.99,16M,Simulation,GAME_SIMULATION,Teen,2017-05-24,1.0.1,4.0.3 and up,Paid,2017-05-24,5.0
TL Pro,"100,000+",4.6,7622.0,0.99,191M,Adventure,GAME_ADVENTURE,Everyone,2020-01-15,1.39.1,4.4 and up,Paid,2020-01-15,1.0
FINAL FANTASY VII,"100,000+",4.2,6547.0,15.99,37M,Role Playing,GAME_ROLE_PLAYING,Teen,2016-07-06,1.0.29,4.2 and up,Paid,2016-07-06,7.0
Pizza Boy GBA Pro - GBA Emulator,"10,000+",4.8,275.0,4.99,19M,Arcade,GAME_ARCADE,Everyone,2019-09-29,1.19.1,5.0 and up,Paid,2019-09-29,9.0
Don't Starve: Pocket Edition,"500,000+",4.3,19394.0,4.99,11M,Adventure,GAME_ADVENTURE,Teen,2016-10-19,1.18,5.0 and up,Paid,2016-10-19,10.0
Chess,"100,000+",4.8,4427.0,2.49,16M,Board,GAME_BOARD,Everyone,2010-08-27,3.303,4.4 and up,Paid,2010-08-27,8.0
Papa's Sushiria To Go!,"10,000+",4.6,184.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2020-04-21,1.0.0,Varies with device,Paid,2020-04-21,4.0
THE GAME OF LIFE Vacations,"10,000+",4.3,535.0,1.99,55M,Board,GAME_BOARD,Everyone,2019-07-03,0.1.4,7.0 and up,Paid,2019-07-03,7.0
Getting Over It with Bennett Foddy,"100,000+",3.8,4312.0,4.99,129M,Simulation,GAME_SIMULATION,Everyone,2018-04-25,1.9.4,5.0 and up,Paid,2018-04-25,4.0
LEGO® Ninjago: Shadow of Ronin,"100,000+",4.3,7194.0,4.99,7.0M,Adventure,GAME_ADVENTURE,Everyone 10+,2015-12-02,2.0.1.5,5.0 and up,Paid,2015-12-02,12.0
Fruit Ninja Classic,"1,000,000+",4.2,24553.0,0.99,Varies with device,Arcade,GAME_ARCADE,Everyone,2010-09-15,2.4.6,4.1 and up,Paid,2010-09-15,9.0
Toca Mystery House,"50,000+",4.1,293.0,3.99,87M,Educational,GAME_EDUCATIONAL,Everyone,2018-06-13,2.0-play,4.4 and up,Paid,2018-06-13,6.0
pureya,"5,000+",4.9,2263.0,3.99,74M,Arcade,GAME_ARCADE,Everyone,2021-03-26,1.0.3,4.1 and up,Paid,2021-03-26,3.0
Farming USA 2,"50,000+",4.3,3458.0,3.99,170M,Simulation,GAME_SIMULATION,Everyone,2016-11-23,1.76,6.0 and up,Paid,2016-11-23,11.0
Papa's Donuteria To Go!,"10,000+",4.7,364.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2019-06-06,1.0.1,2.3 and up,Paid,2019-06-06,6.0
Toca Lab: Plants,"50,000+",4.3,611.0,3.99,68M,Educational,GAME_EDUCATIONAL,Everyone,2017-06-14,2.0-play,4.4 and up,Paid,2017-06-14,6.0
GTA: Chinatown Wars,"100,000+",4.3,8446.0,4.99,18M,Action,GAME_ACTION,Mature 17+,2014-12-17,1.04,7.0 and up,Paid,2014-12-17,12.0
R.B.I. Baseball 21,"1,000+",3.2,68.0,6.99,59M,Sports,GAME_SPORTS,Everyone,2021-03-09,1.0.1,5.1 and up,Paid,2021-03-09,3.0
Boxing Gym Story,"10,000+",4.5,694.0,6.99,56M,Sports,GAME_SPORTS,Everyone 10+,2021-02-09,1.1.6,4.4 and up,Paid,2021-02-09,2.0
PPSSPP Gold - PSP emulator,"100,000+",4.7,7343.0,4.99,14M,Action,GAME_ACTION,Everyone,2013-01-04,1.11.3,2.3 and up,Paid,2013-01-04,1.0
Where's My Water?,"1,000,000+",4.7,76685.0,1.99,72M,Puzzle,GAME_PUZZLE,Everyone,2011-11-22,1.18.4,4.2 and up,Paid,2011-11-22,11.0
Cultist Simulator,"100,000+",4.5,2764.0,6.99,58M,Card,GAME_CARD,Teen,2019-04-02,3.5.4,4.4 and up,Paid,2019-04-02,4.0
Papa's Burgeria To Go!,"100,000+",4.2,1744.0,0.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2013-02-20,1.2.1,4.0 and up,Paid,2013-02-20,2.0
Monument Valley 2,"1,000,000+",4.8,22028.0,4.99,60M,Puzzle,GAME_PUZZLE,Everyone,2017-11-06,1.3.15,4.4 and up,Paid,2017-11-06,11.0
Planescape: Torment: Enhanced Edition,"50,000+",4.2,899.0,9.99,16M,Role Playing,GAME_ROLE_PLAYING,Teen,2017-04-11,3.1.3.0,3.0 and up,Paid,2017-04-11,4.0
Dirt Trackin 2,"10,000+",4.7,1147.0,3.99,141M,Racing,GAME_RACING,Everyone,2019-11-21,1.4.3,4.4 and up,Paid,2019-11-21,11.0
MudRunner,"10,000+",3.9,2003.0,3.99,46M,Simulation,GAME_SIMULATION,Everyone,2020-07-15,1.4.2.8671,6.0 and up,Paid,2020-07-15,7.0
Drip Me,"1,000+",0.0,0.0,5.0,64M,Casual,GAME_CASUAL,Everyone,2021-01-27,1.0,4.4 and up,Paid,2021-01-27,1.0
Teen Titans GO Figure!,"100,000+",4.4,8308.0,3.99,49M,Action,GAME_ACTION,Everyone 10+,2018-07-18,1.1.10,5.1 and up,Paid,2018-07-18,7.0
GeoGuessr 2 - Unlimited Game Plays!,"10,000+",4.3,124.0,2.99,9.5M,Trivia,GAME_TRIVIA,Everyone,2020-07-13,1.3.5,4.1 and up,Paid,2020-07-13,7.0
Sonic Runners Adventure - Fast Action Platformer,"100,000+",4.4,4487.0,2.99,24M,Adventure,GAME_ADVENTURE,Everyone,2017-12-20,1.0.1a,4.0.3 and up,Paid,2017-12-20,12.0
DRAGON QUEST,"100,000+",4.5,3192.0,2.99,30M,Role Playing,GAME_ROLE_PLAYING,Teen,2014-09-10,1.0.9,4.0 and up,Paid,2014-09-10,9.0
Pascal's Wager,"100,000+",4.5,4825.0,6.99,56M,Action,GAME_ACTION,Teen,2020-06-24,1.0.7,5.0 and up,Paid,2020-06-24,6.0
Vector Full,"500,000+",4.1,10247.0,0.99,91M,Arcade,GAME_ARCADE,Everyone 10+,2013-04-26,1.2.1,4.0 and up,Paid,2013-04-26,4.0
My City : Hospital,"1,000+",4.6,8.0,2.99,63M,Educational,GAME_EDUCATIONAL,Everyone,2021-03-24,1.0.0,4.4 and up,Paid,2021-03-24,3.0
Papa's Pizzeria To Go!,"100,000+",4.3,388.0,0.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2014-11-12,1.1.1,4.0 and up,Paid,2014-11-12,11.0
The Escapists 2: Pocket Breakout,"100,000+",4.4,6290.0,6.99,60M,Strategy,GAME_STRATEGY,Teen,2019-01-30,1.10.681181,5.0 and up,Paid,2019-01-30,1.0
LEGO ® Batman: Beyond Gotham,"100,000+",3.1,6444.0,4.99,8.0M,Adventure,GAME_ADVENTURE,Everyone 10+,2015-08-12,Varies with device,4.0.3 and up,Paid,2015-08-12,8.0
Pocket Rogues: Ultimate,"100,000+",4.6,3253.0,3.99,Varies with device,Role Playing,GAME_ROLE_PLAYING,Teen,2017-10-16,Varies with device,Varies with device,Paid,2017-10-16,10.0
Castle of Illusion,"500,000+",4.0,10106.0,4.99,4.6M,Adventure,GAME_ADVENTURE,Everyone,2014-06-18,1.4.2,4.3 and up,Paid,2014-06-18,6.0
Company of Heroes,"10,000+",4.5,1503.0,13.99,49M,Strategy,GAME_STRATEGY,Mature 17+,2020-09-09,1.1.2RC5-android,,Paid,2020-09-09,9.0
The Sun Origin: Post-apocalyptic action shooter,"500,000+",4.1,19038.0,0.99,Varies with device,Action,GAME_ACTION,Teen,2017-10-27,2.0,4.4 and up,Paid,2017-10-27,10.0
Doodle God™,"100,000+",3.7,4083.0,1.49,Varies with device,Puzzle,GAME_PUZZLE,Teen,2010-12-24,3.3.0,4.1 and up,Paid,2010-12-24,12.0
Mini Metro,"1,000,000+",4.7,14911.0,0.99,Varies with device,Simulation,GAME_SIMULATION,Everyone,2016-10-17,Varies with device,Varies with device,Paid,2016-10-17,10.0
Monster Hunter Stories,"100,000+",4.6,5040.0,19.99,85M,Role Playing,GAME_ROLE_PLAYING,Everyone 10+,2018-09-24,1.0.3,5.0 and up,Paid,2018-09-24,9.0
Ticket to Ride,"100,000+",4.6,5643.0,6.99,72M,Board,GAME_BOARD,Everyone,2013-06-05,2.7.11-6980-90471d26,4.0.3 and up,Paid,2013-06-05,6.0
Octodad: Dadliest Catch,"100,000+",4.2,3048.0,4.99,Varies with device,Adventure,GAME_ADVENTURE,Everyone 10+,2015-11-04,1.0.24,Varies with device,Paid,2015-11-04,11.0
GTA: Liberty City Stories,"100,000+",4.2,9093.0,6.99,51M,Adventure,GAME_ADVENTURE,Mature 17+,2016-02-11,2.4,4.0 and up,Paid,2016-02-11,2.0
Pocket God™,"500,000+",3.5,11399.0,0.99,18M,Arcade,GAME_ARCADE,Everyone 10+,2010-12-01,1.4.1,2.0 and up,Paid,2010-12-01,12.0
SpongeBob SquarePants: Battle for Bikini Bottom,"10,000+",4.6,602.0,9.99,39M,Action,GAME_ACTION,Everyone,2021-01-21,1.2.0,8.0 and up,Paid,2021-01-21,1.0
Papa's Wingeria To Go!,"10,000+",4.6,193.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2019-02-21,1.0.1,2.3 and up,Paid,2019-02-21,2.0
GeoGuessr : Geography Game,"10,000+",4.5,250.0,3.69,5.0M,Casual,GAME_CASUAL,Teen,2020-02-29,1.6.3,5.0 and up,Paid,2020-02-29,2.0
My City : My Friend's House,"10,000+",4.3,217.0,2.99,63M,Educational,GAME_EDUCATIONAL,Everyone,2020-03-16,1.1.3,4.4 and up,Paid,2020-03-16,3.0
Angry Neighbor,"100,000+",4.1,4180.0,1.49,87M,Adventure,GAME_ADVENTURE,Everyone 10+,2017-02-14,3.2,4.1 and up,Paid,2017-02-14,2.0
2112TD: Tower Defense Survival,"10,000+",4.6,597.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Teen,2020-06-01,1.31.34,4.3 and up,Paid,2020-06-01,6.0
Papa's Bakeria To Go!,"10,000+",4.7,181.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2020-01-16,1.0.0,Varies with device,Paid,2020-01-16,1.0
"Warhammer 40,000: Regicide","100,000+",4.2,595.0,0.99,19M,Strategy,GAME_STRATEGY,Mature 17+,2016-07-13,2.4,4.0 and up,Paid,2016-07-13,7.0
PAW Patrol: A Day in Adventure Bay,"10,000+",3.8,207.0,2.99,37M,Adventure,GAME_ADVENTURE,Everyone,2020-11-30,1.0.5,4.4 and up,Paid,2020-11-30,11.0
Poly Bridge 2,"10,000+",4.8,148.0,1.99,48M,Simulation,GAME_SIMULATION,Everyone,2020-10-01,1.37,7.1 and up,Paid,2020-10-01,10.0
Papa's Scooperia To Go!,"50,000+",4.7,474.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2018-07-23,1.1.0,2.3 and up,Paid,2018-07-23,7.0
Papa's Cheeseria To Go!,"10,000+",4.8,242.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2019-10-23,1.0.1,Varies with device,Paid,2019-10-23,10.0
Star Traders: Frontiers,"10,000+",4.6,986.0,6.99,89M,Role Playing,GAME_ROLE_PLAYING,Teen,2019-01-29,3.1.47,4.1 and up,Paid,2019-01-29,1.0
Project Highrise,"50,000+",4.3,1079.0,3.99,102M,Simulation,GAME_SIMULATION,Everyone,2018-04-12,1.0.19,4.3 and up,Paid,2018-04-12,4.0
Boris and the Dark Survival,"100,000+",4.4,4270.0,2.99,103M,Adventure,GAME_ADVENTURE,Teen,2020-02-09,1.13,4.4 and up,Paid,2020-02-09,2.0
Sonic 4™ Episode I,"100,000+",4.2,4789.0,2.99,37M,Arcade,GAME_ARCADE,Everyone,2012-01-25,1.5.0,2.2 and up,Paid,2012-01-25,1.0
Package Inc.,"50,000+",4.2,414.0,0.99,77M,Simulation,GAME_SIMULATION,Everyone,2020-08-14,2.1,6.0 and up,Paid,2020-08-14,8.0
John GBA,"100,000+",4.5,3466.0,2.99,1.1M,Arcade,GAME_ARCADE,Everyone,2013-02-02,3.93,4.1 and up,Paid,2013-02-02,2.0
Rush Rally 3,"50,000+",4.7,2365.0,4.99,124M,Racing,GAME_RACING,Everyone,2019-03-28,1.98,4.4 and up,Paid,2019-03-28,3.0
XCOM®: Enemy Within,"100,000+",4.2,9018.0,4.99,21M,Strategy,GAME_STRATEGY,Mature 17+,2014-11-12,1.7.0,4.0 and up,Paid,2014-11-12,11.0
Earn to Die,"1,000,000+",4.5,26587.0,1.49,49M,Racing,GAME_RACING,Teen,2013-03-11,1.0.29,2.2 and up,Paid,2013-03-11,3.0
JCheater: San Andreas Edition,"100,000+",3.8,4475.0,1.99,1.1M,Action,GAME_ACTION,Mature 17+,2013-12-27,2.3,2.3 and up,Paid,2013-12-27,12.0
Papa's Pancakeria To Go!,"10,000+",4.6,341.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2018-10-28,1.2.0,2.3 and up,Paid,2018-10-28,10.0
Rusty Lake Hotel,"100,000+",4.7,3895.0,1.99,Varies with device,Adventure,GAME_ADVENTURE,Teen,2015-12-14,Varies with device,Varies with device,Paid,2015-12-14,12.0
Teeny Titans - Teen Titans Go!,"100,000+",4.5,14313.0,3.99,35M,Strategy,GAME_STRATEGY,Everyone 10+,2016-06-22,1.2.7,5.0 and up,Paid,2016-06-22,6.0
EvoCreo,"500,000+",4.4,12176.0,0.99,Varies with device,Role Playing,GAME_ROLE_PLAYING,Everyone,2015-07-06,Varies with device,Varies with device,Paid,2015-07-06,7.0
Attack the Light,"100,000+",4.1,9654.0,2.99,33M,Role Playing,GAME_ROLE_PLAYING,Everyone,2015-04-01,1.3.5,5.0 and up,Paid,2015-04-01,4.0
Football Manager 2021 Mobile,"100,000+",3.9,4526.0,5.99,Varies with device,Sports,GAME_SPORTS,Everyone,2020-11-23,Varies with device,4.4 and up,Paid,2020-11-23,11.0
Youtubers Life: Gaming Channel - Go Viral!,"100,000+",4.1,7278.0,8.99,48M,Simulation,GAME_SIMULATION,Everyone 10+,2017-05-18,1.6.2,4.4 and up,Paid,2017-05-18,5.0
Dungeon of the Endless: Apogee,"1,000+",4.5,260.0,4.99,34M,Strategy,GAME_STRATEGY,Teen,2021-03-16,1.3.8,6.0 and up,Paid,2021-03-16,3.0
Truck Simulator PRO 2,"50,000+",3.6,1762.0,5.99,27M,Simulation,GAME_SIMULATION,Everyone,2017-02-15,1.6,4.0.3 and up,Paid,2017-02-15,2.0
Neo Monsters,"1,000,000+",4.2,41801.0,0.99,100M,Role Playing,GAME_ROLE_PLAYING,Everyone,2016-04-11,2.19.1,4.1 and up,Paid,2016-04-11,4.0
My Town : Airport,"50,000+",4.2,540.0,2.99,51M,Educational,GAME_EDUCATIONAL,Everyone,2018-02-21,1.14,4.4 and up,Paid,2018-02-21,2.0
Poly Bridge,"100,000+",4.4,5345.0,0.99,83M,Simulation,GAME_SIMULATION,Everyone,2018-04-17,1.2.2,4.0 and up,Paid,2018-04-17,4.0
Papa's Hot Doggeria To Go!,"50,000+",4.4,377.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2017-11-19,1.1.2,Varies with device,Paid,2017-11-19,11.0
Baldur's Gate: Enhanced Edition,"100,000+",4.0,6610.0,9.99,16M,Role Playing,GAME_ROLE_PLAYING,Teen,2014-04-17,2.5.17.0,3.0 and up,Paid,2014-04-17,4.0
Teach Your Monster to Read: Phonics & Reading Game,"500,000+",4.4,1423.0,4.99,72M,Educational,GAME_EDUCATIONAL,Everyone,2016-06-21,4.1,4.0 and up,Paid,2016-06-21,6.0
Goat Simulator MMO Simulator,"100,000+",4.5,3261.0,4.99,16M,Role Playing,GAME_ROLE_PLAYING,Teen,2015-09-02,1.3.3,4.0.3 and up,Paid,2015-09-02,9.0
Ms. PAC-MAN,"100,000+",4.3,2327.0,2.99,25M,Arcade,GAME_ARCADE,Everyone,2010-10-15,2.6.0,4.0.3 and up,Paid,2010-10-15,10.0
Graveyard Keeper,"10,000+",4.2,1516.0,9.99,89M,Role Playing,GAME_ROLE_PLAYING,Teen,2019-06-27,1.129,4.1 and up,Paid,2019-06-27,6.0
Rogue Hearts,"100,000+",4.2,4620.0,0.99,27M,Role Playing,GAME_ROLE_PLAYING,Teen,2018-02-17,1.5.18,4.1 and up,Paid,2018-02-17,2.0
Shadow Fight 2 Special Edition,"100,000+",4.5,14701.0,4.99,110M,Action,GAME_ACTION,Teen,2017-08-17,1.0.10,4.1 and up,Paid,2017-08-17,8.0
Construction Simulator 3,"100,000+",4.1,5737.0,4.99,Varies with device,Simulation,GAME_SIMULATION,Everyone,2019-04-10,1.2,5.0 and up,Paid,2019-04-10,4.0
Duck Life: Battle,"10,000+",4.2,720.0,1.99,88M,Adventure,GAME_ADVENTURE,Everyone 10+,2018-08-07,1.195,4.1 and up,Paid,2018-08-07,8.0
Papa's Pastaria To Go!,"10,000+",4.7,93.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2020-07-06,1.0.1,Varies with device,Paid,2020-07-06,7.0
My City : Pajama Party,"10,000+",4.0,58.0,2.99,58M,Educational,GAME_EDUCATIONAL,Everyone,2019-05-22,2.5.1,4.4 and up,Paid,2019-05-22,5.0
Papa's Cupcakeria To Go!,"100,000+",4.4,941.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2015-09-13,1.1.1,4.0 and up,Paid,2015-09-13,9.0
911 Operator,"100,000+",4.2,4361.0,6.49,75M,Simulation,GAME_SIMULATION,Teen,2017-11-16,4.03.24,4.1 and up,Paid,2017-11-16,11.0
SPACEPLAN,"50,000+",4.4,1449.0,2.99,93M,Simulation,GAME_SIMULATION,Everyone,2017-05-03,1.0.03,2.3 and up,Paid,2017-05-03,5.0
GRID™ Autosport,"50,000+",4.4,7012.0,9.99,39M,Racing,GAME_RACING,Everyone,2019-11-26,1.6.3RC8,,Paid,2019-11-26,11.0
Door Kickers,"100,000+",4.6,6075.0,3.99,Varies with device,Strategy,GAME_STRATEGY,Teen,2015-09-03,Varies with device,Varies with device,Paid,2015-09-03,9.0
SuperPSX Pro (All in One Emulator),"1,000+",3.6,35.0,3.99,302M,Arcade,GAME_ARCADE,Everyone,2020-11-01,2.3,6.0 and up,Paid,2020-11-01,11.0
Papa's Taco Mia To Go!,"50,000+",4.5,388.0,1.99,Varies with device,Strategy,GAME_STRATEGY,Everyone,2017-03-20,1.1.2,2.3 and up,Paid,2017-03-20,3.0
Goat Simulator Waste of Space,"100,000+",4.5,3170.0,4.99,16M,Simulation,GAME_SIMULATION,Teen,2016-05-25,1.1.2,4.0.3 and up,Paid,2016-05-25,5.0
Reigns,"500,000+",4.6,35550.0,2.99,75M,Card,GAME_CARD,Teen,2016-08-10,1.17,4.1 and up,Paid,2016-08-10,8.0
Crash Bandicoot: On the Run!,"10,000,000+",4.5,257972.0,0.0,184M,Action,GAME_ACTION,Everyone,2021-03-23,1.0.81,5.0 and up,Free,2021-03-23,3.0
Sonic The Hedgehog 2 Classic,"10,000,000+",4.4,94589.0,0.0,71M,Arcade,GAME_ARCADE,Everyone,2017-11-21,1.4.7,4.4 and up,Free,2017-11-21,11.0
Sonic Dash - Endless Running & Racing Game,"100,000,000+",4.6,2106760.0,0.0,103M,Arcade,GAME_ARCADE,Everyone,2013-11-26,4.19.0,4.4 and up,Free,2013-11-26,11.0
Sonic CD Classic,"10,000,000+",4.3,42285.0,0.0,25M,Action,GAME_ACTION,Everyone,2018-01-31,2.0.1,4.4 and up,Free,2018-01-31,1.0
My Talking Tom,"500,000,000+",4.3,5350870.0,0.0,109M,Casual,GAME_CASUAL,Everyone,2013-11-11,6.4.1.996,5.0 and up,Free,2013-11-11,11.0
My Talking Tom 2,"100,000,000+",4.3,1648868.0,0.0,125M,Casual,GAME_CASUAL,Everyone,2018-11-06,2.5.2.26,5.0 and up,Free,2018-11-06,11.0
Smash Colors 3D - Free Beat Color Rhythm Ball Game,"10,000,000+",4.4,58662.0,0.0,54M,Music,GAME_MUSIC,Everyone,2020-07-29,0.2.90,5.0 and up,Free,2020-07-29,7.0
Tomb of the Mask,"100,000,000+",4.4,708910.0,0.0,68M,Action,GAME_ACTION,Everyone,2018-06-19,1.7.17,5.0 and up,Free,2018-06-19,6.0
Toca Kitchen 2,"100,000,000+",4.1,57614.0,0.0,30M,Educational,GAME_EDUCATIONAL,Everyone,2015-05-25,2.0-play,4.4 and up,Free,2015-05-25,5.0
Sonic Dash 2: Sonic Boom,"100,000,000+",4.3,236435.0,0.0,Varies with device,Arcade,GAME_ARCADE,Everyone,2015-10-15,2.4.1,4.4 and up,Free,2015-10-15,10.0
[3D Platformer] Super Bear Adventure,"10,000,000+",4.4,53232.0,0.0,74M,Adventure,GAME_ADVENTURE,Everyone,2017-06-10,1.9.7.3,4.4 and up,Free,2017-06-10,6.0
Sonic Forces – Multiplayer Racing & Battle Game,"50,000,000+",4.4,302070.0,0.0,42M,Adventure,GAME_ADVENTURE,Everyone,2017-11-15,3.6.0,4.4 and up,Free,2017-11-15,11.0
Extreme Car Driving Simulator,"100,000,000+",4.3,1362625.0,0.0,69M,Racing,GAME_RACING,Everyone,2014-07-15,5.3.2p2,4.4 and up,Free,2014-07-15,7.0
My Talking Tom Friends,"100,000,000+",4.3,876769.0,0.0,112M,Casual,GAME_CASUAL,Everyone,2020-06-11,1.6.0.32,5.0 and up,Free,2020-06-11,6.0
Block Craft 3D: Building Simulator Games For Free,"100,000,000+",4.2,983088.0,0.0,75M,Arcade,GAME_ARCADE,Teen,2016-08-24,2.13.3,4.4 and up,Free,2016-08-24,8.0
My Talking Angela,"500,000,000+",4.2,5499332.0,0.0,114M,Casual,GAME_CASUAL,Everyone,2014-12-03,5.1.1.981,5.0 and up,Free,2014-12-03,12.0
Baby Panda's School Bus - Let's Drive!,"10,000,000+",4.3,75335.0,0.0,99M,Educational,GAME_EDUCATIONAL,Everyone,2018-01-03,8.48.00.01,4.2 and up,Free,2018-01-03,1.0
Talking Tom Gold Run,"100,000,000+",4.4,1993016.0,0.0,103M,Action,GAME_ACTION,Everyone,2016-07-13,5.0.0.877,5.0 and up,Free,2016-07-13,7.0
Miraculous Ladybug & Cat Noir,"100,000,000+",4.3,428740.0,0.0,53M,Action,GAME_ACTION,Teen,2018-04-24,5.0.00,4.4 and up,Free,2018-04-24,4.0
Five Nights at Freddy's AR: Special Delivery,"5,000,000+",4.2,96480.0,0.0,156M,Strategy,GAME_STRATEGY,Teen,2019-11-15,13.3.0,7.0 and up,Free,2019-11-15,11.0
Stickman Dragon Fight - Super Stick Warriors,"5,000,000+",4.4,18909.0,0.0,100M,Action,GAME_ACTION,Everyone,2020-10-05,1.1.3,5.0 and up,Free,2020-10-05,10.0
My Town : Best Friends' House games for kids,"5,000,000+",4.2,29551.0,0.0,55M,Educational,GAME_EDUCATIONAL,Everyone,2021-01-14,1.06,4.4 and up,Free,2021-01-14,1.0
"My Town : Hotel, Perfect vacation game for kids","5,000,000+",4.2,18701.0,0.0,53M,Educational,GAME_EDUCATIONAL,Everyone,2021-02-04,1.04,4.4 and up,Free,2021-02-04,2.0
Fluvsies - A Fluff to Luv,"10,000,000+",4.3,63862.0,0.0,73M,Educational,GAME_EDUCATIONAL,Everyone,2020-04-01,1.0.93,4.4 and up,Free,2020-04-01,4.0
Baby Panda World,"50,000,000+",4.4,97798.0,0.0,79M,Educational,GAME_EDUCATIONAL,Everyone,2019-11-10,8.39.30.02,4.4 and up,Free,2019-11-10,11.0
Dude Theft Wars: Online FPS Sandbox Simulator BETA,"50,000,000+",4.3,274448.0,0.0,168M,Action,GAME_ACTION,Mature 17+,2018-03-08,0.9.0.3,5.0 and up,Free,2018-03-08,3.0
Supreme Duelist Stickman,"50,000,000+",4.5,382152.0,0.0,32M,Action,GAME_ACTION,Teen,2018-07-16,2.2.8,4.1 and up,Free,2018-07-16,7.0
Stickman Warriors - Super Dragon Shadow Fight,"10,000,000+",4.6,155524.0,0.0,89M,Action,GAME_ACTION,Everyone 10+,2020-03-08,1.3.4,4.4 and up,Free,2020-03-08,3.0
sand:box,"10,000,000+",4.4,161996.0,0.0,2.8M,Casual,GAME_CASUAL,Everyone,2015-05-28,14.138 Ostrich,4.0 and up,Free,2015-05-28,5.0
Sonic Cat - Slash the Beats,"10,000,000+",4.7,137079.0,0.0,99M,Music,GAME_MUSIC,Everyone,2019-11-01,1.5.3,5.0 and up,Free,2019-11-01,11.0
Toca Life World: Build stories & create your world,"50,000,000+",4.3,832062.0,0.0,53M,Educational,GAME_EDUCATIONAL,Everyone,2018-11-21,1.31,5.0 and up,Free,2018-11-21,11.0
